source,poi_code,name,poi_type,lat,long,address,city,state,country,pin_code,brand,,
OSM,POI_1003_6612393918,Parle,shop.food.bakery,13.0497543,77.4928945,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_6613030600,The Black Pearl,food.restaurant,12.9392131,77.6947005,,Bangalore,Karnataka,India,,,, 
OSM,POI_1003_4668296373,Temple,leisure.worship.temple,12.940448,77.6938156,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3771995983,Kadubeesanahalli Underpass,transport.lane.underpass,12.9394504,77.695305,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_2413350412,NA,health.wellbeing.swimming_pool,12.9406602,77.6936066,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_2738839664,Papa John's,food.restaurant.fast_food,12.939268,77.6954064,,Bangalore,Karnataka,India,560103,,,
OSM,POI_1003_2738839665,Chef Baker's,shop.food.bakery,12.9392013,77.695393,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3237596895,Bhagini,food.restaurant,12.9398646,77.6959322,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3546632356,Harman International (india) Pvt. Ltd.,building.commercial.office,12.9423313,77.6949095,,Bangalore,Karnataka,India,560103,,,
OSM,POI_1003_9318844966,Kia,auto.car.dealership,12.9392395,77.6947632,,Bangalore,Karnataka,India,560103,Kia,,
OSM,POI_1003_9318844968,NA,service.finance.atm,12.9397446,77.6951422,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_9318844969,Sangeeta Mobiles,shop.electronics.mobile,12.9396833,77.6951038,,Bangalore,Karnataka,India,560103,,,
OSM,POI_1003_6616983911,Uber,building.commercial.office,12.9096427,77.6517249,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_6616986483,Corner House,shop.food.ice_cream,12.9099641,77.6517528,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_7031782791,Jute Cottage,shop.occasion.gifts,12.9095465,77.6520627,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_4315983818,Goli Vada Pav,food.restaurant.fast_food,12.9118705,77.6513705,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_6204917485,Organic World,shop.supermarket,12.9118073,77.6514532,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_7090389548,Cuppa,shop.food.tea_coffee,12.9126119,77.6523243,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_1281143322,Lakme Beauty Parlour,shop.cosmetics.beauty,12.9117883,77.6513699,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_1281143331,MK Retail Super Market,shop.supermarket,12.9118085,77.6512869,,Bangalore,Karnataka,India,560102,,,
OSM,POI_1003_3198578925,Wang's Kitchen,food.restaurant,12.9124615,77.6517484,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_2249676561,State Bank of India,service.finance.bank,12.9118559,77.6516888,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_9312685207,Cafe 27,food.restaurant,12.9113501,77.6522374,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_9312716290,Chai Point,shop.food.tea_coffee,12.9126971,77.651903,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_6617029390,Titan,health.service.optical,12.9218898,77.6513855,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_4303729586,Vmoksha Technologies,service.technology.software_IT,12.9235263,77.6515075,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_4488144701,Avin Sports,shop.sports.equipment,12.9222418,77.6513434,,Bangalore,Karnataka,India,560102,,,
OSM,POI_1003_5961217500,Indian Terrain,shop.fashion,12.9225925,77.6512785,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_6137182561,NA,transport.parking.bicycle,12.9216283,77.6516514,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_6208443884,Entry Gate,building.private.residency,12.9210712,77.651795,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_1465439250,Bata,shop.fashion.shoes_bags,12.9234312,77.6515201,,Bangalore,Karnataka,India,,Bata,,
OSM,POI_1003_1465442486,Pai International,shop.electronics.consumer,12.9234891,77.6515292,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_1465455717,Grill and Hog,food.restaurant.fast_food,12.921582,77.6512669,,Bangalore,Karnataka,India,560102,,,
OSM,POI_1003_1468908286,Fabric Spa,service.amenity.laundry,12.9236931,77.6515429,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_1468908298,Samsung,shop.electronics.consumer,12.9236509,77.6515292,,Bangalore,Karnataka,India,,Samsung,,
OSM,POI_1003_1468908299,Titan,shop.electronics.consumer,12.9236148,77.6515334,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3048435219,Titan Watches,shop.fashion.watch,12.9228782,77.6514709,,Bangalore,Karnataka,India,560102,,,
OSM,POI_1003_3207060699,NA,facility.community.cemetery,12.9239991,77.6515738,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_6618583185,Sree Venkateshwara Iyengar's bakery and sweets,shop.food.bakery,12.9689989,77.6482291,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_6815320086,Flax - Healthy Living,food.restaurant,12.967764,77.64809,,Bangalore,Karnataka,India,560008,,,
OSM,POI_1003_6834046685,Max India Life Insurance,service.finance.insurance,12.9688136,77.6478432,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_6834046786,Just Bake,shop.food.bakery,12.9686515,77.6489876,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_6834046985,Varsha Stationary and Computers,shop.electronics.computer,12.9687903,77.6490518,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_6834054685,C2B - Chandni Chowk 2 Bangalore,food.restaurant,12.9686318,77.6490776,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_6901444618,Dbaux Technologies,building.commercial.office,12.9690353,77.647926,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_4211713993,mahua,leisure.outdoor.tree,12.9697196,77.64666,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_4272727506,Bamboo,leisure.outdoor.tree,12.9687772,77.6478515,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_4315678618,H K Hearing Wellness Clinic,shop.cosmetics.beauty,12.9703177,77.6473535,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_4445276361,Kaya Skin Clinic,health.clinic,12.970248,77.6470414,,Bangalore,Karnataka,India,560008,,,
OSM,POI_1003_4446268170,NA,health.hospital.general,12.9702741,77.6468603,,Bangalore,Karnataka,India,560038,,,
OSM,POI_1003_4457286915,Aathurar's,food.restaurant,12.9690207,77.6482995,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_4457286917,Lassi Shop,food.restaurant.fast_food,12.9690401,77.6480024,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_4512083491,ADA Aqua Design Amano,service.pet.store,12.967598,77.6479558,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_4554874890,Anand Diagnostic,health.service.laboratory,12.9690172,77.6483749,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_4571188089,Alfaham Grilled Chicken and Shawarma,food.restaurant.fast_food,12.9700017,77.6474062,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_4571188289,Empire Juice & Dosa Chicken,food.restaurant.cafe,12.9699254,77.6474241,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3841346586,Green Pepper,food.restaurant,12.9688091,77.6489013,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3841436213,Leon Grill,food.restaurant.fast_food,12.9691095,77.6489071,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3841464117,Cafe Srinidhi,food.restaurant.fast_food,12.9692889,77.6478262,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3851537879,Tayabbs,food.restaurant,12.9690672,77.6478843,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3851537880,Miss Magic,shop.cosmetics.beauty,12.9690639,77.6479031,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3851551568,Elegante,service.amenity.tailor,12.969536,77.6478283,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3851551569,TheFrench Loaf,shop.food.bakery,12.9696049,77.6477996,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3851551570,ACT FiberNet,service.technology,12.9699848,77.6477388,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3851551571,Vijaya Bank,service.finance.bank,12.9700892,77.6477179,,Bangalore,Karnataka,India,,Vijaya Bank,,
OSM,POI_1003_3851551572,a1000yoga,health.wellbeing.center,12.970143,77.6477134,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3851555733,Siri's Camille's Ice Cream Bar,food.restaurant.cafe,12.9702195,77.6476869,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3851555734,The House of Fooba Wooba,shop.hobby.toy,12.9702636,77.6476781,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3851560766,Gift Shop,shop.occasion.gifts,12.9700666,77.6473898,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3851565591,KidSpacee,facility.education.child_care,12.9699385,77.6472098,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3851595573,Artha Ayurvedic Health Center,health.wellbeing.center,12.9685652,77.6457989,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3851655481,NA,facility.education.child_care,12.9687324,77.647428,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3851665170,LDRA Technologies Pvt Ltd,service.technology.software_IT,12.9702171,77.6473633,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3851665171,Kay Clinic,shop.cosmetics.beauty,12.970301,77.6473523,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3851667723,Physio by Nightingales Welness Drive,health.wellbeing.center,12.9702493,77.6472264,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3851739908,Kapila Eye Clinic,health.clinic.eye,12.9702623,77.6466852,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_8556671716,NPS Indiranagar,facility.education.school,12.9692218,77.6468711,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_5248946022,Dhurii,facility.education.school,12.9690381,77.6483419,,Bangalore,Karnataka,India,560075,,,
OSM,POI_1003_7299776434,Kiara Music Academy,facility.education.school,12.9684861,77.6483457,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_6443251758,Ganesh Fruit Juice Centre,food.restaurant.cafe,12.968807,77.6490288,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_6497017194,Savoury Express,food.restaurant,12.9686909,77.6486916,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_6497020524,Arth Ayurvedic Health Centre,health.clinic,12.9685789,77.6457822,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_316999477,Apollo Pharmacy,health.service.pharmacy,12.9686175,77.6489441,,Bangalore,Karnataka,India,,Apollo Pharmacy,,
OSM,POI_1003_945711483,Empire,food.restaurant,12.9699613,77.6473796,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_1339408152,Sabari Juice Junction,food.restaurant.cafe,12.9687955,77.6488858,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_1339408167,Bejing Bites,food.restaurant,12.9690594,77.6479877,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_1339408198,Torque Car Accesories,auto.car.parts,12.9690672,77.6480361,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_2550216930,Mani's Dum Briyani,food.restaurant,12.9690389,77.6481056,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_2901047878,IndusInd Bank,service.finance.bank,12.9700096,77.6477377,,Bangalore,Karnataka,India,560008,,,
OSM,POI_1003_3047997927,Spicy Corner,food.restaurant.fast_food,12.9687951,77.6488597,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_3047997928,Krayonz,travel.attraction.artwork,12.9690235,77.6481408,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_6620856880,Signature Fitness,health.wellbeing.gym,12.968762,77.7495181,,Bangalore,Karnataka,India,,,,
OSM,POI_1003_4173621975,Lakeview Milk Bar,shop.food.ice_cream,12.9681222,77.7493893,,Bangalore,Karnataka,India,,,,
